ID,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
176366,Lil Peep,Star Shopping,6Ox1rvlwEpB49drasQm6RF,84,2015,emo,0.538,0.471,4,-9.84,0,0.0955,0.0946,0.0185,0.116,0.307,93.07,142000,4
176367,Fall Out Boy,Centuries,04aAxqtGp5pv12UXAg4pkq,78,2015,emo,0.393,0.858,4,-2.868,0,0.0729,0.00359,0,0.102,0.56,176.042,228360,4
176368,Lil Peep,ghost boy,4AiFSXnVm0Bqecjdn3Brr8,71,2015,emo,0.662,0.586,5,-6.287,0,0.0251,0.0325,0.00418,0.153,0.0724,107.993,130973,4
177246,The Oh Hellos,"Soldier, Poet, King",3xtiXNDbSKxy20I7D6vFUg,77,2015,folk,0.347,0.758,8,-7.753,1,0.0706,0.031,0.000659,0.109,0.484,117.959,165674,4
177617,Fiersa Besari,Garis Terdepan,4JozU4Ud30FGyDYzoUKasI,70,2015,folk,0.659,0.334,2,-11.181,1,0.0273,0.656,0,0.0938,0.398,87.356,213237,4
178885,PNL,J’comprends pas,1CxtymiucDK0AB9vgGZ6q2,75,2015,french,0.373,0.523,1,-9.111,1,0.041,0.228,0.0171,0.111,0.0398,104.959,283493,4
180330,Vundabar,Alien Blues,11iIikXxC6NP0Ma8vMD27x,80,2015,garage,0.467,0.757,3,-5.093,1,0.033,0.0807,0.908,0.0876,0.433,82.282,155933,4
188789,Bryson Tiller,Don't,3pXF1nA74528Edde4of9CC,81,2015,hip-hop,0.765,0.356,11,-5.556,0,0.195,0.223,0,0.0963,0.189,96.991,198293,4
188790,Kendrick Lamar,Alright,3iVcZ5G6tvkXZkZKlMpIUs,79,2015,hip-hop,0.796,0.766,7,-5.974,1,0.238,0.0742,0,0.0827,0.558,110.034,219333,4
188791,$uicideboy$,Kill Yourself (Part III),0kEZlJh4mK1QRfb3CT5LPk,77,2015,hip-hop,0.753,0.68,5,-7.092,0,0.0349,0.326,4.15E-05,0.423,0.192,105.977,145078,4
188792,Bryson Tiller,Exchange,43PuMrRfbyyuz4QpZ3oAwN,77,2015,hip-hop,0.525,0.433,6,-10.598,1,0.185,0.107,0,0.135,0.276,160.108,194613,4
188793,Kodak Black,No Flockin',34oWbFBfGEElvgO0a5c9V4,73,2015,hip-hop,0.943,0.595,5,-8.372,0,0.191,0.0673,0,0.0839,0.815,117.532,165291,4
188794,Mac Miller,Weekend (feat. Miguel),6GnhWMhgJb7uyiiPEiEkDA,75,2015,hip-hop,0.843,0.435,8,-8.442,1,0.178,0.47,0,0.147,0.19,120.058,208080,4
188795,$uicideboy$,Paris,6tO5bxNnMuh1c3cziSpecA,76,2015,hip-hop,0.849,0.648,7,-6.188,1,0.0835,0.0706,0.00636,0.0984,0.195,106.058,111020,4
188796,Rae Sremmurd,This Could Be Us,4jTiyLlOJVJj3mCr7yfPQD,77,2015,hip-hop,0.732,0.69,0,-4.992,0,0.134,0.291,0,0.116,0.758,143.072,206307,4
188797,Big Sean,I Know,6rje9f1wRFJDO2iTORw0lH,73,2015,hip-hop,0.733,0.334,1,-11.314,1,0.0811,0.327,0,0.116,0.267,119.935,319973,4
188798,Big Sean,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,72,2015,hip-hop,0.824,0.733,1,-5.474,1,0.0613,0.0362,0,0.325,0.395,97.972,284387,4
188799,$uicideboy$,Runnin' Thru the 7th with My Woadies,1tm7c4V0kqLiN0XPVnoUcT,74,2015,hip-hop,0.686,0.621,11,-7.243,1,0.187,0.0656,0.000221,0.139,0.187,112.082,205766,4
188800,Bryson Tiller,Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,74,2015,hip-hop,0.543,0.449,1,-8.065,1,0.0463,0.345,0,0.157,0.29,132.609,249320,4
188801,$uicideboy$,My Flaws Burn Through My Skin Like Demonic Flames from Hell,6QFQqqYye5lAcnhCALvxKJ,74,2015,hip-hop,0.78,0.748,11,-7.394,0,0.0352,0.00448,0.000546,0.115,0.0663,125.98,167680,4
188802,Drake,Jungle,7JXZq0JgG2zTrSOAgY8VMC,73,2015,hip-hop,0.697,0.235,7,-8.651,1,0.0534,0.62,0.000144,0.107,0.378,99.947,320400,4
188803,Rae Sremmurd,Come Get Her,1Ser4X0TKttOvo8bgdytTP,72,2015,hip-hop,0.689,0.564,2,-6.226,1,0.136,0.187,0,0.0721,0.123,185.023,212947,4
188804,Wiz Khalifa,See You Again (feat. Charlie Puth),2JzZzZUQj3Qff7wapcbKjc,80,2015,hip-hop,0.689,0.481,10,-7.503,1,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526,4
188805,A$AP Rocky,"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",2N3U8uTYhjX2KwGT0pf5x0,75,2015,hip-hop,0.394,0.661,4,-8.684,1,0.192,0.00996,0,0.343,0.335,149.818,260987,4
188806,Fetty Wap,Trap Queen,2d8JP84HNLKhmd6IYOoupQ,72,2015,hip-hop,0.746,0.873,7,-3.803,1,0.128,0.0244,0,0.354,0.817,148.075,222093,4
188807,Kendrick Lamar,King Kunta,0N3W5peJUQtI4eyR6GJT5O,73,2015,hip-hop,0.884,0.657,6,-4.569,0,0.0977,0.00589,0,0.154,0.489,107.059,234693,4
188808,Roy Woods,Drama (feat. Drake),0XO2hckt5aHvvwH7FFdVYF,73,2015,hip-hop,0.708,0.358,11,-9.815,1,0.0563,0.157,0,0.109,0.118,122.021,251860,4
188809,A$AP Rocky,Lord Pretty Flacko Jodye 2 (LPFJ2),1j6kDJttn6wbVyMaM42Nxm,70,2015,hip-hop,0.485,0.72,6,-5.991,1,0.127,0.0123,0,0.0546,0.0471,207.982,126960,4
188810,Drake,Energy,79XrkTOfV1AqySNjVlygpW,70,2015,hip-hop,0.747,0.571,11,-7.916,1,0.478,0.38,0,0.534,0.553,172.104,181933,4
188811,A$AP Rocky,L$D,4S7YHmlWwfwArgd8LfSPud,71,2015,hip-hop,0.598,0.252,2,-15.086,1,0.0644,0.194,0.133,0.0992,0.0352,120.064,238307,4
188813,Fetty Wap,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,73,2015,hip-hop,0.618,0.717,7,-5.738,1,0.318,0.00256,0,0.625,0.603,190.05,196693,4
188814,G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,76,2015,hip-hop,0.756,0.674,0,-6.518,0,0.0959,0.0184,0,0.158,0.389,111.995,251467,4
188815,DeJ Loaf,Me U & Hennessy (feat. Lil Wayne),4TSDz7xZtxIXeKwiOuCe25,70,2015,hip-hop,0.417,0.551,2,-8.361,1,0.272,0.56,0,0.129,0.216,86.848,224972,4
188817,Drake,Jumpman,27GmP9AWRs744SzKcpJsTZ,70,2015,hip-hop,0.852,0.553,1,-7.286,1,0.187,0.0559,0,0.332,0.656,142.079,205879,4
188819,Rae Sremmurd,No Type,4scpF6J5uMBvoh6sFB7EL1,70,2015,hip-hop,0.891,0.486,6,-7.803,1,0.159,0.0158,3.78E-06,0.0925,0.239,125.01,200080,4
188827,NF,Paralyzed,5DHQKZCOZhGNTbYBCekWx0,71,2015,hip-hop,0.51,0.643,0,-6.602,1,0.0485,0.214,3.22E-06,0.101,0.0397,130.081,270453,4
188846,Tory Lanez,In For It,6ydWxkzjDktHsTzvWcaZ1i,70,2015,hip-hop,0.383,0.531,5,-7.814,0,0.0741,0.0753,0.000102,0.108,0.0375,105.971,293307,4
188853,Tyga,Ice Cream Man,6ZA3Q8Dj5BrnmOsT300DCh,71,2015,hip-hop,0.902,0.67,10,-4.074,1,0.19,0.167,0,0.107,0.39,144.07,186672,4
188869,Don Omar,Guaya Guaya,79zvVrn65ksbiGQxrtV4I5,74,2015,hip-hop,0.788,0.873,7,-2.322,1,0.117,0.00607,0.00052,0.0908,0.703,91.981,193613,4
189669,Travis Scott,Antidote,1wHZx0LgzFHyeIZkUydNXq,71,2015,house,0.713,0.526,1,-5.046,1,0.032,0.00767,0.000148,0.124,0.131,131.05,262693,4
189677,Matt Simons,Catch & Release - Deepend Remix,11BAVEGi1ivJ6JWLqKUNrZ,70,2015,house,0.838,0.536,1,-8.645,0,0.0478,0.555,0.000376,0.111,0.107,104.988,195173,4
190724,Beach House,Space Song,7H0ya83CMmgFcOhw0UB6ow,80,2015,indie-pop,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067,320467,4
190725,Cavetown,Devil Town,0vf2eBw2inhl8y61cYQMv2,75,2015,indie-pop,0.576,0.759,3,-8.165,1,0.0599,0.12,0,0.121,0.501,99.969,179955,4
190727,Cavetown,This Is Home,7s8VgA8OjvwBUuigKzEGBx,70,2015,indie-pop,0.811,0.266,7,-12.478,1,0.0406,0.56,1.05E-06,0.0962,0.211,130.044,226073,4
192448,Alka Yagnik,Agar Tum Saath Ho,3hkC9EHFZNQPXrtl8WPHnX,73,2015,k-pop,0.562,0.519,3,-8.744,1,0.0326,0.557,0.000268,0.172,0.415,122.925,341055,4
193254,Bring Me The Horizon,Throne,0M3adYbGtyRHACP86dey1H,73,2015,metal,0.426,0.888,0,-3.72,0,0.0987,0.000455,0,0.306,0.387,144.111,191520,4
193256,Disturbed,The Sound of Silence,1Cj2vqUwlJVG27gJrun92y,70,2015,metal,0.322,0.28,6,-9.367,0,0.0281,0.468,1.10E-06,0.102,0.175,85.794,248467,4
197514,The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,86,2015,pop,0.585,0.564,0,-7.063,0,0.0515,0.0671,0,0.135,0.137,113.003,242253,4
197515,Kali Uchis,Melting,2kSb3wYSOV996xA2NSmpck,81,2015,pop,0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263,208854,4
197516,Rihanna,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,81,2015,pop,0.781,0.728,1,-4.981,1,0.0621,0.0509,1.94E-06,0.257,0.395,102.99,219306,4
197517,BØRNS,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,79,2015,pop,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4
197518,WILLOW,Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,79,2015,pop,0.764,0.705,3,-5.279,0,0.0278,0.0371,1.94E-05,0.0943,0.672,101.003,196520,4
197519,The Weeknd,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,81,2015,pop,0.705,0.769,9,-5.526,0,0.0425,0.113,0,0.105,0.583,107.949,213520,4
197520,The Weeknd,Often,4PhsKqMdgMEUSstTDAmMpg,80,2015,pop,0.572,0.631,7,-9.836,0,0.0476,0.222,0,0.135,0.0713,134.078,249040,4
197521,Adele,Love In The Dark,7B5Npv8NjjTCzk8PLpU66h,75,2015,pop,0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821,285935,4
197522,The Weeknd,Earned It (Fifty Shades Of Grey),4frLb7nWtsz2ymBE6k2GRP,73,2015,pop,0.659,0.291,2,-8.275,0,0.0348,0.405,0,0.0771,0.406,119.829,277680,3
197523,Jeremih,oui,0PJIbOdMs3bd5AT8liULMQ,74,2015,pop,0.418,0.724,5,-3.724,1,0.0964,0.213,0,0.112,0.604,78.521,238320,5
197524,Mark Ronson,Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,81,2015,pop,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,4
197525,Shawn Mendes,Stitches,5jsw9uXEGuKyJzs0boZ1bT,74,2015,pop,0.752,0.754,1,-6.684,1,0.0615,0.0151,0,0.0486,0.755,149.789,206880,4
197526,Justin Bieber,Love Yourself,50kpGaPAhYJ3sGmk6vplg0,82,2015,pop,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,233720,4
197527,Adele,When We Were Young,7GgWAITsYJaRM3r50rfh5w,73,2015,pop,0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361,290900,4
197528,Chase Atlantic,Friends,2jQiSYrwJehQAcuaaQrXnS,79,2015,pop,0.422,0.609,11,-6.361,0,0.0335,0.0114,4.76E-06,0.108,0.0911,107.34,230011,3
197529,Sufjan Stevens,Fourth of July,5Qnrgqy1pAm9GyNQOgyVFz,78,2015,pop,0.435,0.104,6,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,279316,4
197530,Rihanna,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,77,2015,pop,0.582,0.272,2,-5.662,1,0.0501,0.875,0,0.13,0.354,205.846,188238,4
197531,The Weeknd,Acquainted,7uJH0YdSZL6psjxI6Xy08b,74,2015,pop,0.372,0.478,7,-9.835,0,0.0503,0.482,0,0.0844,0.254,101.102,348853,4
197532,Justin Bieber,Sorry,09CtPGIpYB4BrO8qb1RGsF,80,2015,pop,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787,4
197533,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,77,2015,pop,0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,225053,3
197534,Jeremih,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,72,2015,pop,0.856,0.527,2,-5.225,1,0.0997,0.392,0,0.11,0.386,98.052,266840,4
197536,The Weeknd,In The Night,25KybV9BOUlvcnv7nN3Pyo,74,2015,pop,0.505,0.68,7,-4.993,1,0.0714,0.0796,0,0.0465,0.539,168.022,235653,3
197538,Adele,All I Ask,05TOt5Vz4StdjMpEdFPlvB,70,2015,pop,0.591,0.28,4,-5.494,1,0.0283,0.889,0,0.124,0.348,141.916,271800,4
197539,Adele,Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9,72,2015,pop,0.688,0.533,6,-8.363,0,0.0865,0.0355,3.48E-06,0.172,0.567,164.069,223079,4
197540,Adele,Hello,62PaSfnXSMyLshYJrlTuL3,72,2015,pop,0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,295502,4
197542,Meghan Trainor,Better When I'm Dancin',5k5fWendNngd89O8JKoE8L,74,2015,pop,0.756,0.789,2,-7.002,1,0.0324,0.53,0.000711,0.157,0.873,127.987,176267,4
197543,Coldplay,Hymn for the Weekend,3RiPr603aXAoi4GHyXx0uy,82,2015,pop,0.491,0.693,0,-6.487,0,0.0377,0.211,6.92E-06,0.325,0.412,90.027,258267,4
197544,One Direction,Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,78,2015,pop,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,192120,4
197546,Meghan Trainor,Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,74,2015,pop,0.655,0.782,1,-4.789,1,0.185,0.375,0,0.317,0.832,79.427,184227,4
197548,Demi Lovato,Cool for the Summer,3uwnnTQcHM1rDqSfA4gQNz,77,2015,pop,0.583,0.61,5,-5.639,0,0.0382,0.00425,0.000105,0.14,0.336,114.06,214740,4
197550,Justin Bieber,What Do You Mean?,4B0JvthVoAAuygILe3n4Bs,77,2015,pop,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,205680,4
197552,The Weeknd,Tell Your Friends,1mhVXWduD8ReDwusfaHNwU,70,2015,pop,0.583,0.454,1,-11.091,0,0.0425,0.265,0,0.181,0.309,74.64,334333,4
197553,One Direction,Perfect,3NLnwwAQbbFKcEcV8hDItk,77,2015,pop,0.647,0.823,2,-5.231,1,0.0762,0.0598,0,0.119,0.396,99.933,230333,4
197554,Meghan Trainor,Lips Are Movin,6gj08XDlv9Duc2fPOxUmVD,70,2015,pop,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03E-06,0.111,0.95,139.091,182667,4
197558,Coldplay,Adventure of a Lifetime,69uxyAqqPIsUyTO8txoP2M,76,2015,pop,0.638,0.924,7,-3.887,1,0.036,0.00205,0.000175,0.149,0.53,111.995,263787,4
197561,Demi Lovato,Confident,3DXXKDbbZKyAZfNb96ST3q,70,2015,pop,0.594,0.749,3,-6.251,1,0.0677,0.00188,0.000139,0.0869,0.344,130.064,205746,4
197562,Lana Del Rey,Art Deco,5jqNQZBwbZWQXPWfo0ygZF,72,2015,pop,0.282,0.464,11,-11.112,0,0.0533,0.544,0.215,0.111,0.0596,148.345,295067,5
197563,Little Mix,Black Magic,6rmXhRIemCTPyMYZRDN7Qg,73,2015,pop,0.776,0.875,4,-5.535,1,0.0575,0.0343,0,0.314,0.849,111.988,211786,4
197564,Ruth B.,Lost Boy,4h0zU3O9R5xzuTmNO7dNDU,70,2015,pop,0.71,0.0565,7,-15.099,1,0.0534,0.965,0,0.0889,0.348,123.994,275280,4
197566,Fifth Harmony,Worth It (feat. Kid Ink),41Fflg7qHiVOD6dEPvsCzO,72,2015,pop,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04E-06,0.118,0.594,99.987,224573,4
197568,Shawn Mendes,I Know What You Did Last Summer,2GyA33q5rti5IxkMQemRDH,70,2015,pop,0.687,0.761,9,-4.582,0,0.0876,0.102,0,0.147,0.743,113.939,223853,4
197576,Chris Brown,Ayo,0k6DnZMLoEUH8NGD5zh2SE,71,2015,pop,0.823,0.563,6,-5.095,1,0.0443,0.0399,0,0.0851,0.682,98.031,225227,4
197577,Lana Del Rey,Salvatore,21qg0IBZf8R12qHd9A3AA4,70,2015,pop,0.304,0.311,11,-9.647,0,0.0344,0.675,0.00195,0.12,0.115,117.68,281093,4
197578,One Direction,History,0HMjXBAZmSYOTTi33WpMso,72,2015,pop,0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,187427,4
197581,Pia Mia,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,70,2015,pop,0.712,0.564,8,-6.527,1,0.047,0.0266,0,0.0874,0.411,95.95,207747,4
197594,KANA-BOON,シルエット,1di1C0QI6Y92yZPYn6XYAZ,70,2015,pop,0.436,0.934,2,-2.685,1,0.0507,1.03E-05,0.14,0.321,0.384,91.481,240133,4
197603,Maná,Mi Verdad (feat. Shakira),3YmA3gZqlXl0MkwhkVKxRy,71,2015,pop,0.857,0.561,9,-7.288,1,0.0292,0.435,0,0.0831,0.76,99.989,272576,4
197608,Little Mix,Secret Love Song (feat. Jason Derulo),6KHL1En9v6iNWjcs44mcmU,73,2015,pop,0.529,0.614,9,-5.032,1,0.0479,0.215,0,0.277,0.141,92.972,249810,4
197611,Shawn Mendes,Imagination,21TcDbGosp7w9YhTjOszgA,73,2015,pop,0.64,0.455,0,-5.942,1,0.0247,0.0743,0,0.0694,0.333,89.948,217773,4
197612,Jesse & Joy,Dueles,1iRvhKiXRElIH2Uf4gd95P,77,2015,pop,0.531,0.834,2,-3.944,1,0.052,0.277,0,0.131,0.526,142.026,247640,4
197631,Neck Deep,December,4oVdhvxZrKQTM9ZsUIZa3S,70,2015,pop,0.542,0.439,2,-7.728,1,0.0272,0.626,0,0.109,0.466,144.949,218955,4
197721,Manuel Medrano,Bajo El Agua,5QSYWruQQ7kBCHScI4xJ9g,70,2015,pop,0.616,0.454,4,-8.504,1,0.0273,0.767,3.48E-05,0.105,0.249,99.998,225839,4
197893,Jeet Gannguli,Hamari Adhuri Kahani (Title Track),3HiobOOpSpMsi95WBKPBYk,70,2015,pop-film,0.223,0.359,0,-7.569,1,0.0312,0.845,0,0.133,0.193,73.059,398799,4
201246,Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,83,2015,rock,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29E-05,0.0602,0.648,169.977,202333,4
201247,Twenty One Pilots,Ride,2Z8WuEywRWYTKe1NybPQEW,80,2015,rock,0.645,0.713,6,-5.355,1,0.0393,0.00835,0,0.113,0.566,74.989,214507,4
201248,Twenty One Pilots,Tear in My Heart,3bnVBN67NBEzedqQuWrpP4,72,2015,rock,0.655,0.632,2,-4.802,1,0.0489,0.0189,0,0.0722,0.447,120.113,188493,4
202733,Julión Álvarez y su Norteño Banda,Pongámonos De Acuerdo,1OZpgVRQKkxcoeEocqTMRZ,73,2015,sad,0.758,0.525,8,-5.913,1,0.0611,0.43,0,0.0747,0.976,97.465,161907,3
207777,White Noise Baby Sleep,"White Noise Sleeping Aid to Help My Baby Fall Asleep, Sleep Through the Night",20GlDz2SYsXF8pzdxguxfe,75,2015,sleep,0.179,0.00189,1,-25.2,1,0.327,0.982,0.279,0.111,1.00E-05,81.71,595106,4
214653,The 1975,Somebody Else,5hc71nKsUgtwQ3z52KEKQk,71,2016,alt-rock,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,347520,4
214654,KALEO,Way down We Go,0y1QJc3SJVPKJ1OvFmFqe6,78,2016,alt-rock,0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707,4
214655,The Struts,Could Have Been Me,3IyCL4Em1GOpNGDf451Hg1,71,2016,alt-rock,0.541,0.907,4,-4.512,1,0.0642,0.0158,0.000185,0.34,0.434,80.029,187653,4
214656,Skillet,Feel Invincible,0i8JFpqe9cKwnrcvoNgl1L,71,2016,alt-rock,0.603,0.886,5,-3.777,0,0.0837,0.00045,0,0.26,0.395,126.025,229933,4
214660,Red Hot Chili Peppers,Dark Necessities,2oaK4JLVnmRGIO9ytBE1bt,72,2016,alt-rock,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000,4
214676,León Larregui,Locos,3GSMdtJphymHEsR8K9jT5Q,74,2016,alt-rock,0.724,0.646,10,-6.475,1,0.0352,0.072,0.000157,0.0923,0.957,112.019,177600,4
223572,Jon Pardi,Night Shift,0bPnT6i9H1p8Vd85GS6Z7I,73,2016,country,0.63,0.754,2,-3.564,1,0.0284,0.0963,0,0.268,0.73,95.999,172253,4
223573,Jon Pardi,Head Over Boots,4ly1QBXEwYoDmje9rmEgC4,72,2016,country,0.563,0.688,7,-4.474,1,0.0262,0.0763,0,0.0863,0.622,108.008,202347,4
223574,Jon Pardi,Heartache On The Dance Floor,0w3Q14i073jLoew1hgJkwD,71,2016,country,0.596,0.834,9,-4.308,1,0.0474,0.0563,0,0.0866,0.618,116,205200,4
223575,Jon Pardi,Dirt On My Boots,7f08qp3HROTkfrtNpiYGGo,71,2016,country,0.683,0.796,11,-4.179,1,0.0285,0.111,0,0.197,0.531,90.031,201893,4
223576,Kane Brown,What Ifs (feat. Lauren Alaina),7zVCrzzEJU7u24sbJPXA5W,70,2016,country,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,188253,4
224448,Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,82,2016,dance,0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4
224449,Sia,Unstoppable,1yvMUkIOTeUNtNWlWRgANS,81,2016,dance,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,217747,4
224450,The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,83,2016,dance,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960,4
224451,Calvin Harris,This Is What You Came For,0azC730Exh71aQlOt9Zj3y,82,2016,dance,0.631,0.927,9,-2.787,0,0.0332,0.199,0.119,0.148,0.465,123.962,222160,4
224452,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,72,2016,dance,0.669,0.832,0,-5.721,1,0.0682,0.0106,0,0.0968,0.7,113.035,237547,4
224453,Bruno Mars,24K Magic,6b8Be6ljOzmkOmFslEb23P,77,2016,dance,0.818,0.803,1,-4.282,1,0.0797,0.034,0,0.153,0.632,106.97,225983,4
224455,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,79,2016,dance,0.774,0.753,4,-5.446,0,0.0517,0.152,0,0.0371,0.896,119.002,219147,4
224456,The Chainsmokers,Don't Let Me Down,1i1fxkWeaMmKEB4T7zqbzK,78,2016,dance,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,208373,4
224457,Martin Garrix,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,79,2016,dance,0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707,4
224458,DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,82,2016,dance,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,205947,4
224461,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,1MtUq6Wp1eQ8PC6BbPCj8P,70,2016,dance,0.664,0.714,7,-6.645,0,0.111,0.0353,8.42E-06,0.0843,0.71,101.969,197933,4
224464,Rachel Platten,Fight Song,37f4ITSlgPX81ad2EvmVQr,75,2016,dance,0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,204013,4
224466,Beyoncé,Formation,6g0Orsxv6glTJCt4cHsRsQ,71,2016,dance,0.896,0.621,5,-6.857,0,0.237,0.00532,0,0.196,0.818,121.966,206080,4
224467,ZAYN,PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,76,2016,dance,0.584,0.7,11,-4.275,1,0.0456,0.117,0,0.0939,0.438,124.944,202747,4
224468,Daya,"Sit Still, Look Pretty",6ZtiywT2Qm50a1uR0jlY35,72,2016,dance,0.846,0.734,2,-3.601,1,0.108,0.286,8.27E-05,0.425,0.717,90.98,207761,4
224469,Hailee Steinfeld,Starving,4Ce37cRWvM1vIGGynKcs22,73,2016,dance,0.728,0.616,4,-4.238,1,0.0645,0.378,0,0.105,0.508,99.962,181880,4
224470,Bruno Mars,Versace on the Floor,0kN8xEmgMW9mh7UmDYHlJP,74,2016,dance,0.578,0.574,2,-6.209,1,0.0454,0.196,0,0.083,0.301,174.152,261240,4
224472,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,75,2016,dance,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,214480,4
224473,Lady Gaga,Million Reasons,7dZ1Odmx9jWIweQSatnRqo,75,2016,dance,0.666,0.423,0,-8.012,1,0.043,0.494,0,0.106,0.154,129.89,205280,4
224475,DJ Snake,Middle,0g5EKLgdKvNlln7TNqBByK,74,2016,dance,0.583,0.695,9,-5.336,1,0.0423,0.0141,0,0.0527,0.224,104.879,220573,4
224476,Calvin Harris,My Way,1vvNmPOiUuyCbgWmtc6yfm,76,2016,dance,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69E-05,0.161,0.536,119.986,219160,4
224479,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,75,2016,dance,0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59E-05,0.226,0.466,121.985,195547,4
224482,Little Mix,Shout Out to My Ex,0ErK6K0kYr0Ow2RkPMhmMs,73,2016,dance,0.773,0.747,5,-4.061,1,0.0885,0.0242,8.99E-06,0.109,0.801,126.014,246240,4
224484,Fifth Harmony,That's My Girl,2ACOWPLUe4A4KuQ5ioD2od,71,2016,dance,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19E-05,0.365,0.612,202.049,204013,4
224486,Marshmello,Alone,3MEYFivt6bilQ9q9mFWZ4g,70,2016,dance,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,273803,4
224493,Kehlani,Gangsta,1W7zkKgRv9mrLbfdQ8XyH3,70,2016,dance,0.439,0.447,10,-8.318,0,0.0436,0.111,0,0.303,0.11,121.48,177029,4
